Anio,Tipo,Sector,Gas,Cantidad
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Uso de disolventes y otros productos,PFC (t),0.16569314899999998
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,SOx (t),16596.959998
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,NOx (t),533368.975748
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,COVNM (t),235235.23983100004
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,CH4 (t),11958.934092
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,CO (t),1146193.3574720002
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,CO2 (t),77149531.199
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,N2O (t),4314.425317
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,NH3 (t),6325.550261
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,SF6 (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,HFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Transporte por carretera,PFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,SOx (t),36452.816658081545
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,NOx (t),256928.3129211705
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,COVNM (t),21658.146443546175
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,CH4 (t),511.59866539401975
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,CO (t),55914.859682170034
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,CO2 (t),19201595.04810689
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,N2O (t),668.8482539081552
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,NH3 (t),32.75939399999999
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,SF6 (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,HFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otros modos de transporte y maquinaria móvil,PFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,SOx (t),22588.890659430006
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,NOx (t),4984.2281731699995
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,COVNM (t),1631.6202023699998
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,CH4 (t),471287.42228846
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,CO (t),6012.2133641
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,CO2 (t),820223.5323000001
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,N2O (t),3283.936455099999
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,NH3 (t),3514.5437199999997
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,SF6 (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,HFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Tratamiento y eliminación de residuos,PFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,SOx (t),4142.652095
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,NOx (t),26415.460828
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,COVNM (t),279424.235476
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,CH4 (t),911023.419923
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,CO (t),387681.345237
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,CO2 (t),109071.54130009998
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,N2O (t),51057.04696178
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,NH3 (t),374263.46536399995
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,SF6 (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,HFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Agricultura,PFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),SOx (t),2534.9466089999996
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),NOx (t),47236.87495600001
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),COVNM (t),1166235.90017
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),CH4 (t),90258.96764700001
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),CO (t),364407.83279200015
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),CO2 (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),N2O (t),26574.505009999997
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),NH3 (t),4888.263510000001
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),SF6 (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),HFC (t),0.0
2000,"ACIDIFICADORES, PRECURSORES DE OZONO Y GASES DE EFECTO INVERNADERO",Otras fuentes y sumideros (naturaleza),PFC (t),0.0
2000,METALES PESADOS,Combustión en la producción y transformación de energía,As (t),6.168976095460001
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Cd (t),5.65885848685
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Cr (t),16.903987542000003
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Cu (t),11.923711926159998
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Hg (t),7.00878456002
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Ni (t),193.84004214185
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Pb (t),8.6014335085
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Se (t),5.993215893499999
2000,METALES PESADOS,Combustión en la producción y transformación de energía,Zn (t),25.71354123036001
2000,METALES PESADOS,Combustión en la producción y transformación de energía,"PM2,5 (t)",15210.937422100002
2000,METALES PESADOS,Combustión en la producción y transformación de energía,PM10 (t),28607.93007743
2000,METALES PESADOS,Combustión en la producción y transformación de energía,PST (t),41253.531703399996
2000,METALES PESADOS,Combustión en la producción y transformación de energía,BC (t),0.0
2000,METALES PESADOS,Plantas de combustión no industrial,As (t),0.6186819169999999
2000,METALES PESADOS,Plantas de combustión no industrial,Cd (t),0.30156156300000003
2000,METALES PESADOS,Plantas de combustión no industrial,Cr (t),0.7845669799999998
2000,METALES PESADOS,Plantas de combustión no industrial,Cu (t),0.6186819169999999
2000,METALES PESADOS,Plantas de combustión no industrial,Hg (t),0.189306426
2000,METALES PESADOS,Plantas de combustión no industrial,Ni (t),1.745689691
2000,METALES PESADOS,Plantas de combustión no industrial,Pb (t),1.267806724
2000,METALES PESADOS,Plantas de combustión no industrial,Se (t),0.30156156300000003
2000,METALES PESADOS,Plantas de combustión no industrial,Zn (t),0.35330273399999995
2000,METALES PESADOS,Plantas de combustión no industrial,"PM2,5 (t)",25082.460996
2000,METALES PESADOS,Plantas de combustión no industrial,PM10 (t),26860.32867000001
2000,METALES PESADOS,Plantas de combustión no industrial,PST (t),29191.207143000003
2000,METALES PESADOS,Plantas de combustión no industrial,BC (t),0.0
2000,METALES PESADOS,Plantas de combustión industrial,As (t),12.75067890609
2000,METALES PESADOS,Plantas de combustión industrial,Cd (t),10.597433040510005
2000,METALES PESADOS,Plantas de combustión industrial,Cr (t),15.078284573079998
2000,METALES PESADOS,Plantas de combustión industrial,Cu (t),73.85235999797001
2000,METALES PESADOS,Plantas de combustión industrial,Hg (t),3.1753887444
2000,METALES PESADOS,Plantas de combustión industrial,Ni (t),92.59371361617002
2000,METALES PESADOS,Plantas de combustión industrial,Pb (t),143.48164408544
2000,METALES PESADOS,Plantas de combustión industrial,Se (t),68.42189362919999
2000,METALES PESADOS,Plantas de combustión industrial,Zn (t),170.61236817545
2000,METALES PESADOS,Plantas de combustión industrial,"PM2,5 (t)",11903.667859819998
2000,METALES PESADOS,Plantas de combustión industrial,PM10 (t),16543.92545522
2000,METALES PESADOS,Plantas de combustión industrial,PST (t),23080.88130704
2000,METALES PESADOS,Plantas de combustión industrial,BC (t),0.0
2000,METALES PESADOS,Procesos industriales sin combustión,As (t),0.10650464770600002
2000,METALES PESADOS,Procesos industriales sin combustión,Cd (t),1.4587341640779998
2000,METALES PESADOS,Procesos industriales sin combustión,Cr (t),1.322582442166
2000,METALES PESADOS,Procesos industriales sin combustión,Cu (t),0.275258203837
2000,METALES PESADOS,Procesos industriales sin combustión,Hg (t),1.669693156202
2000,METALES PESADOS,Procesos industriales sin combustión,Ni (t),7.271633775825
2000,METALES PESADOS,Procesos industriales sin combustión,Pb (t),18.189019935894002
2000,METALES PESADOS,Procesos industriales sin combustión,Se (t),0.013027665
2000,METALES PESADOS,Procesos industriales sin combustión,Zn (t),45.99793505968799
2000,METALES PESADOS,Procesos industriales sin combustión,"PM2,5 (t)",2388.906969551
2000,METALES PESADOS,Procesos industriales sin combustión,PM10 (t),4087.5663612609997
2000,METALES PESADOS,Procesos industriales sin combustión,PST (t),5782.542746637
2000,METALES PESADOS,Procesos industriales sin combustión,BC (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,As (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Cd (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Cr (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Cu (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Hg (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Ni (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Pb (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Se (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,Zn (t),0.0
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,"PM2,5 (t)",178.751654
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,PM10 (t),1603.54378
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,PST (t),3522.2000049999992
2000,METALES PESADOS,Extracción y distribución de combustibles fósiles y energía geotérmica,BC (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,As (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Cd (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Cr (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Cu (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Hg (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Ni (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Pb (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Se (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,Zn (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,"PM2,5 (t)",0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,PM10 (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,PST (t),0.0
2000,METALES PESADOS,Uso de disolventes y otros productos,BC (t),0.0
2000,METALES PESADOS,Transporte por carretera,As (t),0.004134097
2000,METALES PESADOS,Transporte por carretera,Cd (t),0.309215106
2000,METALES PESADOS,Transporte por carretera,Cr (t),6.460953817000002
2000,METALES PESADOS,Transporte por carretera,Cu (t),128.42387505999997
2000,METALES PESADOS,Transporte por carretera,Hg (t),0.15773449399999998
2000,METALES PESADOS,Transporte por carretera,Ni (t),0.5946800019999999
2000,METALES PESADOS,Transporte por carretera,Pb (t),401.529445871
2000,METALES PESADOS,Transporte por carretera,Se (t),0.0032816990000000003
2000,METALES PESADOS,Transporte por carretera,Zn (t),103.72863786399999
2000,METALES PESADOS,Transporte por carretera,"PM2,5 (t)",27314.084029000005
2000,METALES PESADOS,Transporte por carretera,PM10 (t),31174.968797
2000,METALES PESADOS,Transporte por carretera,PST (t),36475.915557
2000,METALES PESADOS,Transporte por carretera,BC (t),0.0
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,As (t),0.19635975399999997
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Cd (t),0.06562845899081553
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Cr (t),0.3221703239540776
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Cu (t),7.318765381438639
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Hg (t),0.08979975400000001
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Ni (t),7.072779182935708
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Pb (t),0.21511950900000001
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Se (t),0.4721355249908156
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,Zn (t),5.243047913081552
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,"PM2,5 (t)",12450.588556954077
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,PM10 (t),12450.588556954077
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,PST (t),12450.588556954077
2000,METALES PESADOS,Otros modos de transporte y maquinaria móvil,BC (t),0.0
2000,METALES PESADOS,Tratamiento y eliminación de residuos,As (t),0.09157409100000001
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Cd (t),0.16089889699999999
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Cr (t),0.568105851
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Cu (t),1.117537425
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Hg (t),0.5478319229999999
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Ni (t),0.18729594300000002
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Pb (t),3.0022172609999997
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Se (t),0.018563125
2000,METALES PESADOS,Tratamiento y eliminación de residuos,Zn (t),25.02181014
2000,METALES PESADOS,Tratamiento y eliminación de residuos,"PM2,5 (t)",111.155958
2000,METALES PESADOS,Tratamiento y eliminación de residuos,PM10 (t),120.693819
2000,METALES PESADOS,Tratamiento y eliminación de residuos,PST (t),121.32740000000001
2000,METALES PESADOS,Tratamiento y eliminación de residuos,BC (t),0.0
2000,METALES PESADOS,Agricultura,As (t),0.0
2000,METALES PESADOS,Agricultura,Cd (t),0.0
2000,METALES PESADOS,Agricultura,Cr (t),0.0
2000,METALES PESADOS,Agricultura,Cu (t),0.0
2000,METALES PESADOS,Agricultura,Hg (t),0.0
2000,METALES PESADOS,Agricultura,Ni (t),0.0
2000,METALES PESADOS,Agricultura,Pb (t),0.0
2000,METALES PESADOS,Agricultura,Se (t),0.0
2000,METALES PESADOS,Agricultura,Zn (t),0.0
2000,METALES PESADOS,Agricultura,"PM2,5 (t)",3769.2339950000005
2000,METALES PESADOS,Agricultura,PM10 (t),19530.355406
2000,METALES PESADOS,Agricultura,PST (t),51562.69124100001
2000,METALES PESADOS,Agricultura,BC (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),As (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Cd (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Cr (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Cu (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Hg (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Ni (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Pb (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Se (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),Zn (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),"PM2,5 (t)",0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),PM10 (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),PST (t),0.0
2000,METALES PESADOS,Otras fuentes y sumideros (naturaleza),BC (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,HCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TCM (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TRI (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,PER (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,TCE (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,DIOX (t),4.630174137123031e-06
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,HAP (t),0.12719294512
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Combustión en la producción y transformación de energía,PCB (t),2.4750305031007315e-06
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,HCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TCM (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TRI (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,PER (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,TCE (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,DIOX (t),3.3974433814e-05
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,HAP (t),21.729446826999997
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión no industrial,PCB (t),0.0015628029999999991
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,HCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TCM (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TRI (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,PER (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,TCE (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,DIOX (t),4.3817179174061836e-05
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,HAP (t),33.397250401129995
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Plantas de combustión industrial,PCB (t),0.0012409633270447128
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,HCB (t),0.17710930200000002
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TCM (t),0.11753999999999999
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TRI (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,PER (t),4.844
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,TCE (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,DIOX (t),9.3255592e-06
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,HAP (t),8.960968046991999
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Procesos industriales sin combustión,PCB (t),0.0291428671974
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,HCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TCM (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TRI (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,PER (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,TCE (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,DIOX (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,HAP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Extracción y distribución de combustibles fósiles y energía geotérmica,PCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,HCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TCM (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TRI (t),10268.026162575996
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,PER (t),7019.99863834
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,TCE (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,DIOX (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,HAP (t),0.00034375500000000006
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Uso de disolventes y otros productos,PCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,HCH (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,PCP (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,HCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TCM (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TRI (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,PER (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TCB (t),0.0
2000,CONTAMINANTES ORGÁNICOS PERSISTENTES,Transporte por carretera,TCE (t),0.0
